timestamp,circulating_supply
2024-01-28,16709.147719237135
2024-01-29,27358.169177004074
2024-01-30,34897.51369702242
2024-01-31,39853.06916894528
2024-02-01,28659.795910914447
2024-02-02,26688.217203996785
2024-02-03,7575.106488630571
2024-02-04,9640.647040735763
2024-02-05,24912.17057295329
2024-02-06,22423.578927032264
2024-02-07,29762.22923252285
2024-02-08,39407.30981747773
2024-02-09,50471.099821161326
2024-02-10,16340.499194023127
2024-02-11,19808.810989013717
2024-02-12,46436.64844641799
2024-02-13,41729.53838599677
2024-02-14,43454.943107028965
2024-02-15,43126.68583739116
2024-02-16,32220.92959242594
2024-02-17,17618.16071194249
2024-02-18,14624.91140200689
2024-02-19,19104.816202669615
2024-02-20,39229.18162912699
2024-02-21,32328.50759588972
2024-02-22,30692.170629804696
2024-02-23,26510.972671092404
2024-02-24,10631.452192076682
2024-02-25,12376.83688620569
2024-02-26,46785.325284517676
2024-02-27,62145.64104896306
2024-02-28,98737.96126056081
2024-02-29,85964.595090388
2024-03-01,52336.01543089398
2024-03-02,20265.487893222245
2024-03-03,20036.17640697628
2024-03-04,76395.6380429871
2024-03-05,129519.83677603214
2024-03-06,68039.05598227466
2024-03-07,41901.174918625424
2024-03-08,59268.8001275535
2024-03-09,16928.757719187823
2024-03-10,27810.59452624344
2024-03-11,62092.46880125988
2024-03-12,58405.905312423456
2024-03-13,41143.02658357187
2024-03-14,60614.51143848638
2024-03-15,72180.52581571769
2024-03-16,35180.049115736845
2024-03-17,28710.122835040725
2024-03-18,38499.51937199894
